"min1","min2","min3","min4","min5","min6","min7","min8","min9","min10","min11","min12","max1","max2","max3","max4","max5","max6","max7","max8","max9","max10","max11","max12","avg1","avg2","avg3","avg4","avg5","avg6","avg7","avg8","avg9","avg10","avg11","avg12","rain1","rain2","rain3","rain4","rain5","rain6","rain7","rain8","rain9","rain10","rain11","rain12"
-5.6,-4.2,-0.5,5.3,10.7,14.2,15.7,15.1,11.1,5.9,1.6,-2.5,2.5,3.8,8.6,16.2,22.1,26,28.2,28.1,23.7,17.2,10.2,5.1,-1.7647,-0.33529,3.9882,10.635,16.359,20.047,21.882,21.488,17.365,11.482,5.7529,1.0647,29.294,35.882,30.235,36.353,47.588,62.647,49.235,39.588,41.882,25.353,33.941,36.235
-4.9,-3.7,-0.1,5.8,11.3,14.9,16.4,15.7,11.7,6.7,2.2,-1.9,2.7,3.8,8.2,15.5,21.7,25.8,28,28,23.6,17,10.3,5.5,-0.99412,0.11176,3.9059,10.4,16.229,20.188,22.065,21.724,17.665,11.982,6.3941,1.8882,27.471,32.882,26.471,30.647,40.941,52.647,44.353,35.529,39.294,23.294,31.941,34.353
-2.2,-1.3,1.8,7.3,12.8,17,18.8,18.7,15.1,10,4.9,0.5,3.4,4,7.1,13.1,19,23.5,25.6,25.3,21.7,16.4,11,6.2,0.475,1.25,4.325,10.15,15.925,20.25,22.2,21.975,18.375,13.15,7.875,3.275,23.75,25,18.5,23,30.5,33.75,30.75,30.75,35.25,22.25,30.25,30
-4,-2.9,0.4,6.4,12,15.8,17.5,17.1,13.1,7.9,3.1,-1,2.7,3.4,6.8,13.9,20.1,24.2,26.3,26.1,22,16.1,10.3,5.5,-0.52,0.3,3.76,10.113,15.973,20.14,22.093,21.8,17.867,12.313,6.8,2.3133,27.8,29.733,22.4,27.267,36.933,46.067,42.467,34.6,37.933,22.6,32,33.533
-8.9,-8.5,-4.8,1.1,6.3,9.7,11.2,10.5,7.1,3.1,-0.8,-5.6,-2.6,-1.3,3.4,11.1,18.1,21.4,22.4,22,17,10.8,4.1,-0.2,-5.6417,-4.8083,-0.64167,6.1333,12.3,15.608,16.917,16.367,12.083,7.0083,1.7417,-2.8333,37.75,28.333,34.75,42.583,54.5,72.583,78.75,70.25,59.167,50.583,52.167,48.917
-9,-8.4,-4.8,1,6.2,9.7,11.1,10.3,7,3,-0.7,-5.6,-2.7,-1.3,3.5,11.1,18.1,21.4,22.4,22,17,10.8,4.1,-0.3,-5.8375,-4.8125,-0.6375,6.0125,12.15,15.488,16.775,16.175,11.975,6.9125,1.7,-2.925,39.375,28,35.875,42.5,57.25,74.25,81.25,69,59,50.125,51.125,49.375
-9,-8.5,-4.9,1.1,6.5,9.9,11.5,10.7,7.2,3.1,-1,-5.8,-2.8,-1.7,3,10.9,18.1,21.2,22.5,22,16.8,10.6,4,-0.4,-5.9333,-5.125,-0.96667,6.0167,12.35,15.642,17,16.458,12.033,6.875,1.4667,-3.1083,39.5,31.75,37,45.167,56.5,73.667,79.75,71.75,63.333,51.083,53.75,51.75
-9.2,-8.5,-4.8,1,6.4,9.8,11.3,10.5,7,3,-1.1,-5.9,-2.8,-1.6,3.2,11,18.1,21.3,22.5,22.1,17,10.8,4,-0.4,-5.9923,-5.0846,-0.93077,6.0538,12.392,15.7,17.062,16.5,12.085,6.8923,1.4692,-3.0692,42.077,33.077,38.692,46.077,58.154,76.538,82.692,70.462,62.769,51.308,53.077,53
-8.5,-8.1,-4.3,1.6,6.8,10.3,11.7,11.1,7.6,3.6,-0.4,-5.5,-2.6,-1.6,3,10.6,17.9,21.1,22.1,21.6,16.6,10.6,4.1,-0.3,-5.52,-4.86,-0.66,6.04,12.28,15.68,16.98,16.41,12.11,7.14,1.82,-2.86,35.6,25.1,31.9,44,51.3,63.7,78.7,71.7,60.9,52.1,53,46
-8.6,-8.1,-4.3,1.6,6.8,10.1,11.6,11,7.6,3.5,-0.4,-5.5,-2.6,-1.5,3.1,10.9,18.1,21.2,22.3,21.8,16.8,10.7,4.1,-0.2,-5.5417,-4.775,-0.59167,6.1917,12.4,15.717,17.008,16.45,12.175,7.125,1.8667,-2.7833,35.583,26.083,32.667,42.75,52.083,68.083,76.833,71.167,59.75,50.417,52.25,46.583
-9,-8.6,-4.7,1.3,6.6,10,11.5,10.8,7.3,3.3,-0.8,-6,-2.9,-1.8,2.8,10.5,17.9,21,22.1,21.5,16.4,10.4,3.9,-0.6,-5.9909,-5.2818,-0.99091,5.8455,12.2,15.509,16.782,16.118,11.773,6.7727,1.4909,-3.3182,35.636,26.455,33.909,43.909,52.727,65,76.455,73.727,64.909,51.727,54.364,48.636
-9.2,-8.7,-4.8,1.1,6.5,9.9,11.4,10.7,7.1,3.1,-1,-6.1,-2.8,-1.7,3.1,10.7,18.1,21.2,22.3,21.7,16.6,10.6,4,-0.4,-6.0467,-5.2533,-0.92,5.9067,12.267,15.5,16.793,16.2,11.88,6.8267,1.4667,-3.2667,36.733,28.4,34.933,44.2,54.533,69.6,76.2,73.6,64.267,49.667,53.933,49.6
-10.6,-9.3,-6.4,-1.6,3.2,6.5,8,7.7,4.3,0,-3.9,-7.6,-0.8,0.9,6.2,13.7,19.3,22.2,23.6,23.2,19.2,13.4,6.2,1.2,-5.815,-4.31,-0.255,5.585,10.705,13.785,15.3,14.935,11.32,6.39,0.975,-3.295,43.1,40.6,42.7,64.45,96,118.15,112.15,89.35,57.65,44.4,46.1,51.15
-9.8,-8.2,-4.8,0.1,5.1,8.4,9.9,9.4,5.9,1.3,-2.6,-6.6,-0.5,1.4,6.8,14.7,20.3,23.2,24.4,23.9,20.1,14,6.7,1.7,-4.7955,-3.0455,1.4409,7.8909,13.173,16.291,17.677,17.105,13.423,8.0591,2.5,-2.0864,33.818,32.364,35.182,57.5,84.045,106,102.68,74,53.273,38.318,37.273,39.636
-7.9,-6.7,-3,3,8.1,11.3,12.7,11.9,8.2,3.8,-0.1,-4.9,-1.3,0,4.9,13.1,19.1,22.4,23.8,23.1,18.4,12.7,5.6,0.6,-4.602,-3.2878,1.0184,8.0878,13.584,16.82,18.202,17.463,13.292,8.1816,2.6061,-2.1714,30.959,30.449,31.714,41.735,63.327,76.041,81.735,64.143,54.939,38.469,39.347,39.204
-9,-8.3,-4.7,1.1,6.3,9.8,11.2,10.4,7,3.1,-0.6,-5.5,-2.3,-0.9,4.1,12,18.8,22,23.2,22.7,17.8,11.5,4.6,0,-5.5455,-4.4909,-0.17727,6.5,12.605,15.918,17.2,16.605,12.427,7.2318,1.9727,-2.6682,39.136,28.318,35.364,41.591,57.227,71.773,80.409,65.045,56.045,46.545,48.364,47.409
-9,-8.4,-4.7,1.1,6.4,9.9,11.3,10.5,7.1,3.1,-0.8,-5.6,-2.4,-1,3.9,11.9,18.8,22,23.1,22.7,17.7,11.4,4.5,0,-5.7875,-4.7406,-0.48125,6.4938,12.725,16.059,17.341,16.747,12.425,7.1875,1.7625,-2.8094,42.469,30.406,38.094,45.062,58.125,78.094,82.281,67.75,59.594,48.906,49.781,50.469
-9.2,-8.4,-4.6,1.2,6.7,10.3,11.8,11.2,7.4,3.2,-1.1,-5.8,-3,-1.8,2.9,10.6,17.8,21,22.1,21.7,16.6,10.5,3.7,-0.4,-6.17,-5.12,-0.83,5.89,12.25,15.65,16.92,16.44,11.93,6.83,1.29,-3.11,39.8,32,37,45,55.3,74.2,81.2,75.1,61.4,49.4,53.7,50
-9.5,-8.6,-4.8,1.2,6.8,10.4,11.8,11.2,7.3,3.1,-1.2,-6,-3,-1.6,3.2,11.4,18.5,21.7,22.7,22.3,17.2,10.9,4,-0.3,-6.2806,-5.1677,-0.9,6.1097,12.503,15.881,17.123,16.603,12.106,6.8742,1.2968,-3.1742,40.226,31.419,38.097,45.258,56.806,79.065,82.29,72.226,60.355,49.548,51.581,49.516
-9.5,-9.1,-5.2,1,6.4,9.9,11.4,10.7,7.1,3.1,-1.2,-6.3,-3.3,-2.1,2.6,10.3,17.7,21,22.1,21.3,16.1,10.1,3.5,-1,-6.4133,-5.64,-1.32,5.52,11.96,15.4,16.693,15.967,11.513,6.52,1.0933,-3.64,38.6,30,35.8,45.4,52.867,69.467,78.133,76.067,67.333,53.067,57.267,52.067
-9.4,-8.8,-4.9,1,6.4,9.9,11.4,10.7,7.1,3,-1.2,-6.2,-3.2,-2,2.8,10.4,17.7,20.8,21.9,21.5,16.3,10.3,3.6,-0.6,-6.35,-5.375,-1.1,5.65,12.058,15.417,16.717,16.15,11.658,6.6333,1.15,-3.425,39.667,31.5,36.667,45.667,54.667,72.333,79.667,76.083,64.333,50.333,55.75,51.417
-9.9,-9.3,-5.3,1,6.5,10.1,11.6,10.9,7.1,3,-1.5,-6.5,-3.7,-2.5,2.2,10.1,17.5,20.9,22,21.3,15.9,9.8,3.1,-1.2,-6.7933,-5.86,-1.54,5.4933,11.987,15.533,16.847,16.107,11.453,6.38,0.80667,-3.8533,37.6,29.333,33.267,43.333,51.733,74.6,81.467,74,67.133,53.933,56.333,50.467
-9.8,-9,-5.1,1,6.5,10.1,11.6,11,7.2,3,-1.4,-6.3,-3.4,-2.1,2.7,10.7,17.9,21.2,22.3,21.7,16.4,10.3,3.4,-0.7,-6.6333,-5.6,-1.2889,5.7926,12.226,15.744,17.011,16.322,11.726,6.5556,0.92222,-3.5741,37.259,30.222,35.667,43.852,53.667,77.185,80.37,73.444,62.037,50.963,53.333,49.407
-8.6,-6.7,-2.7,2.7,7.9,11.2,12.7,11.9,8.3,3.2,-0.8,-5.2,-0.6,1.3,6.9,15.2,20.8,23.6,24.6,24.1,20.5,14.3,6.9,1.7,-4.5091,-2.6773,2.0409,9.0045,14.436,17.545,18.832,18.141,14.477,8.8227,3.1136,-1.6636,30.545,29.136,32,54.682,76.955,102,98.182,65,51.591,34.955,33.318,34.682
-8.3,-6.8,-2.8,3.3,8.7,12.1,13.6,12.6,8.9,3.9,-0.3,-4.8,-0.6,1.3,7.1,15.3,21.2,24.1,25.3,24.9,21.1,14.6,7.1,1.8,-4.4227,-2.6773,2.1636,9.3455,14.932,18.077,19.364,18.655,14.909,9.1636,3.3182,-1.5136,29.318,29.455,29.136,51.227,71.318,99.409,94.773,61.591,49.682,31.864,33.227,33.682
-10.3,-9.8,-5.7,0.9,6.6,10.3,11.9,11,7,2.9,-1.8,-6.9,-3.9,-2.5,2.2,10.5,17.9,21.3,22.3,21.6,16.1,9.8,3,-1.3,-7.1433,-6.1367,-1.7233,5.6933,12.243,15.837,17.133,16.273,11.523,6.2767,0.54667,-4.1267,34.967,28.533,34.033,40.933,53.667,76.167,81.033,70.267,61.867,51.9,51.9,47.433
-8.2,-6.8,-2.7,3.5,8.9,12.3,13.7,12.8,9,4,-0.2,-4.7,-0.6,1.1,7,15.4,21.3,24.2,25.5,25.3,21.2,14.7,7.1,1.8,-4.5548,-2.9097,1.9097,9.3258,15.023,18.158,19.516,18.887,15.006,9.1548,3.2323,-1.5613,31.419,32.871,29.452,50.323,69.226,100.06,93.484,59.613,49.097,30.871,35.452,37
-8.1,-8.1,-4.5,1.4,6.8,10.7,12.3,11.7,8,4,-0.2,-5.1,-2.5,-1.9,2.6,9.8,17,20.6,21.6,21,16.2,10.5,4.1,0,-5.2077,-4.9615,-0.96154,5.5,11.623,15.492,17,16.515,12.269,7.4,2.0077,-2.4231,35.308,26.154,33,42.923,49.615,60.308,78.462,75.154,69.077,59.615,58.538,47.769
-8.3,-8.1,-4.3,1.6,6.8,10.5,12,11.3,7.8,3.8,-0.4,-5.4,-2.6,-1.7,2.8,10.3,17.5,20.9,22,21.4,16.4,10.5,4,-0.2,-5.38,-4.87,-0.75,5.85,12.08,15.65,17.02,16.45,12.15,7.23,1.89,-2.73,34.7,25.1,32.3,43.4,50.6,61.1,79.7,73.1,63.5,55.2,54.8,46
-8.9,-8.8,-5,1,6.5,10.3,11.9,11.2,7.5,3.5,-0.7,-5.8,-3,-2.2,2.3,9.8,17.1,20.7,21.7,21.1,16,10.1,3.7,-0.6,-5.9167,-5.5,-1.3667,5.3333,11.692,15.433,16.817,16.15,11.758,6.8417,1.4417,-3.2167,36.5,26.75,34.333,42.167,50.25,60.583,76.917,76.167,69.917,59.25,59.167,50.5
-8.9,-8.6,-4.7,1.3,6.6,10.2,11.7,11,7.4,3.5,-0.8,-5.9,-3,-2,2.7,10.3,17.8,21,22,21.4,16.3,10.3,3.8,-0.7,-5.9222,-5.3222,-1.0667,5.7222,12.078,15.578,16.833,16.133,11.789,6.7889,1.4667,-3.3222,34.667,25.667,34,42.333,51.667,61.444,77.111,74.111,66.444,55,55,48.333
-8.7,-9,-5.5,0.5,6.2,10.6,12.5,11.9,8,3.9,-0.6,-5.5,-3.1,-2.7,1.5,8.3,15.8,19.9,21.2,20.3,15.4,9.8,3.5,-0.5,-5.92,-5.9,-2.08,4.37,10.92,15.17,16.82,16.09,11.72,6.81,1.37,-3.02,40,27.6,33.7,39.3,45.6,56.2,71.5,77,74.4,67,68.9,55.2
-9.3,-9.4,-5.8,0.3,5.8,9.9,11.7,11.1,7.3,3.2,-1.3,-6.2,-2.9,-2.4,2,9,16.2,20,21.2,20.5,15.8,10.1,3.7,-0.4,-5.96,-5.7867,-1.8133,4.6867,11.113,15.153,16.707,16.053,11.7,6.7933,1.3667,-3.12,38.933,27.867,34.267,41.533,48.533,59.467,75.667,78,73.4,64.067,64.667,53.2
-8.8,-9.2,-5.9,0.2,5.9,10.6,12.7,12.1,8.1,3.9,-0.8,-5.5,-2.9,-2.9,0.9,7.6,15.2,19.7,21.2,20,15.1,9.5,3.4,-0.5,-5.86,-6.0867,-2.5133,3.8,10.553,15.16,17.033,16.113,11.667,6.64,1.2533,-3.04,45.267,30.2,37.533,37.333,40.733,50.667,67.8,73.267,72.4,70.933,76.4,60.267
-8.9,-9.3,-5.8,0.3,6.1,10.6,12.7,12,8.1,3.9,-0.8,-5.6,-3.1,-2.9,1.2,8,15.6,19.8,21.2,20.2,15.2,9.6,3.4,-0.5,-5.9933,-6.0533,-2.3667,4.02,10.713,15.153,16.887,16.073,11.667,6.7067,1.2867,-3.06,41.533,28,34.533,37.533,43.067,53,68.533,74.933,73.8,69.2,72.8,57.467
-8.4,-9.1,-5.9,-0.1,5.2,10.2,12.6,11.9,7.9,3.7,-1,-5.4,-2.4,-2.7,1.1,7.4,14.4,19.1,21,19.9,14.7,8.9,3.2,-0.3,-5.3857,-5.9286,-2.45,3.5786,9.7857,14.657,16.771,15.843,11.321,6.2857,1.0714,-2.8857,47.5,32.429,34.571,37.857,39.5,53.643,75.286,78.643,74.929,73.143,72.929,58.571
-8.7,-9.3,-6,-0.1,5.4,10.3,12.5,11.8,7.8,3.5,-1.2,-5.7,-2.7,-2.9,0.8,7.3,14.8,19.4,21,19.8,14.9,9.1,3.2,-0.4,-5.7692,-6.1538,-2.6385,3.5462,10.046,14.815,16.785,15.877,11.346,6.3231,1.0077,-3.0615,48.154,33.077,38.769,38,41.154,52.846,72.077,76,74,72.615,76.769,60.538
-9.3,-9.7,-6.2,-0.6,4.6,9.7,12.1,11.1,6.9,2.7,-2,-6.6,-2.4,-2.7,1.1,7.3,14.7,19.5,21.2,19.8,14.2,8.6,3.1,-0.3,-5.7312,-6.175,-2.5188,3.275,9.75,14.731,16.794,15.494,10.569,5.6688,0.60625,-3.3062,43.312,32.312,31.562,36.688,36.188,47.5,73.062,78.25,69.688,70.375,67.5,55.062
-8,-8.8,-5.6,-0.1,5.2,10.3,12.7,11.9,7.7,3.5,-1.1,-5.4,-2.3,-2.7,1.2,7.5,14.5,19.3,21.2,19.9,14.7,8.9,3.2,-0.2,-5.15,-5.7,-2.2167,3.6667,9.8,14.717,16.9,15.9,11.267,6.25,1.1333,-2.7333,45,31,31.167,36.833,37,51,73.833,78.5,73.167,72.167,69,56.167
-11.1,-11.8,-7.7,-1.8,3.3,8.5,10.6,9.6,5.5,1.5,-3.3,-8.2,-4,-3.9,0.8,7.2,15.2,20.1,21.6,19.8,13.7,7.5,1.7,-1.8,-7.5667,-7.8429,-3.4952,2.6238,9.2143,14.257,16.095,14.605,9.5095,4.481,-0.84762,-5.0381,41.333,31,31.19,35.667,38.286,50.714,74.952,80.429,65.143,63.857,60.81,50.333
-10.1,-10.9,-7.2,-1.5,3.7,8.8,11,9.9,5.9,1.9,-2.7,-7.3,-2.7,-2.9,1,7.2,14.8,19.7,21.2,19.6,14,8.2,2.7,-0.7,-6.5947,-6.9842,-3.0737,2.8947,9.4053,14.4,16.326,14.953,9.9474,4.9947,-0.16316,-4.1632,42.579,31.895,31.158,36.263,37.368,49.211,74.684,79.526,67.263,67.211,64.316,52.579
-12.2,-12.9,-8.7,-2.6,2.4,7.7,9.9,8.8,4.7,0.9,-4.1,-9.4,-5,-4.7,0.3,6.5,14.5,19.6,21.1,18.9,12.9,6.8,0.7,-3,-8.6167,-8.7917,-4.1583,1.9167,8.5,13.7,15.567,13.858,8.7917,3.7417,-1.775,-6.2083,39.917,29.333,31,34.333,39.5,53.25,74.25,80.917,62.583,58.417,55.417,46.833
-12.1,-12.8,-8.6,-2.5,2.6,7.8,10,8.9,4.9,1,-4,-9.1,-4.4,-4.2,0.6,7.1,15.1,20,21.5,19.5,13.5,7.3,1.3,-2.3,-8.2167,-8.4278,-3.8778,2.25,8.8611,14,15.833,14.228,9.1167,4.0667,-1.3667,-5.7056,40.056,30,30.944,34.833,39.167,52.333,74.722,80.611,63.056,60.333,57.5,47.944
-13.5,-14.1,-9.9,-3.7,1.4,6.8,9.1,7.8,3.8,0,-5.4,-10.8,-5.7,-5.3,-0.2,5.6,13.5,18.9,20.5,18.1,12.2,6,-0.1,-3.9,-9.6056,-9.7667,-5.0944,0.87222,7.3833,12.872,14.889,12.978,7.9278,2.8722,-2.7833,-7.3722,39,28.889,31.111,32.667,39.444,53.611,71.778,80.444,61.556,55.278,51.944,44.556
-13.1,-13.8,-9.6,-3.5,1.6,6.8,9.1,7.8,3.9,0.1,-5.1,-10.4,-5.3,-4.9,0.2,6.2,14.2,19.4,20.9,18.6,12.7,6.5,0.4,-3.4,-9.2,-9.3556,-4.6889,1.3111,7.8444,13.128,15.078,13.256,8.2167,3.1889,-2.4,-6.9222,40.111,29.556,31.556,34.056,40.167,54.389,74.222,81.611,62.167,57.167,54.111,46.167
-13.7,-14.2,-10,-3.7,1.6,7.3,9.7,8.3,4,0,-5.6,-11,-5.6,-5.6,-0.6,5.2,12.8,18.5,20.5,18.1,12.3,5.9,-0.1,-3.8,-9.6833,-9.9556,-5.3444,0.71667,7.1444,13,15.233,13.244,8.1333,2.8722,-2.9222,-7.5167,35.667,27.167,29.222,29.056,36.333,49.389,64.667,74.889,58.944,51.833,47.556,40.667
-13.6,-14.2,-10,-3.7,1.5,7.1,9.4,8,3.9,0,-5.6,-11,-5.7,-5.4,-0.4,5.4,13.1,18.6,20.5,18.1,12.3,5.9,-0.1,-3.9,-9.725,-9.925,-5.2917,0.74167,7.2083,12.867,14.992,13.05,7.9583,2.8,-2.9167,-7.5167,37.333,28.167,30.333,30.917,38.083,51.917,68.667,78,60.333,53.5,49.833,42.667
-9.6,-9.4,-5.5,0.6,6.2,10.1,11.7,11,7.2,3.1,-1.3,-6.3,-3.5,-2.5,2,9.6,17.2,20.7,21.8,21,15.7,9.8,3.3,-1.1,-6.5067,-5.9533,-1.72,5.1067,11.627,15.34,16.727,15.927,11.44,6.44,0.98667,-3.7,39.867,29.4,35.067,43.4,50.667,64.333,79.133,79,71.4,59.8,61.133,53.467
-9.4,-9,-5.1,1,6.5,10.1,11.6,10.9,7.2,3.2,-1.2,-6.2,-3.3,-2.3,2.4,10,17.5,20.9,21.9,21.2,16,10,3.5,-1,-6.43,-5.72,-1.45,5.4,11.88,15.42,16.74,15.97,11.51,6.52,1.08,-3.69,38.4,29.2,34.8,44.1,51.7,66.8,78.7,76.9,69.3,56.2,58.6,52.2
-10,-9.6,-5.6,0.8,6.4,10.3,11.9,11,7.1,3,-1.6,-6.6,-3.8,-2.7,1.9,9.6,17.2,20.8,21.9,21,15.7,9.6,3,-1.3,-6.9067,-6.2267,-1.8933,5.1133,11.753,15.48,16.873,15.993,11.34,6.2467,0.65333,-3.9667,38.8,29.2,32.467,42,50.133,68.733,80.733,77.133,69.6,57.8,58.533,50.933
-10.1,-9.6,-5.6,0.8,6.4,10.2,11.8,10.9,7,2.9,-1.6,-6.7,-3.7,-2.6,2.1,9.9,17.4,20.9,22,21.2,15.8,9.8,3.1,-1.3,-6.87,-6.01,-1.71,5.34,11.89,15.55,16.9,16.04,11.46,6.32,0.78,-3.96,37.9,29,32.4,42.4,50.6,71.5,81.5,75,68.8,55.8,57.5,50.8
-9.5,-9.6,-5.8,0.4,6.1,10.2,12,11.3,7.4,3.3,-1.3,-6.3,-3.6,-3,1.3,8.5,16.2,20.2,21.5,20.4,15.3,9.4,3,-1.1,-6.5182,-6.2818,-2.2182,4.4455,11.118,15.218,16.818,15.909,11.391,6.3727,0.88182,-3.6273,41.364,29.273,34,39.182,47.182,57.545,73.636,79,72.273,64.818,65.545,54.091
-10,-9.9,-6.1,0.1,5.7,9.7,11.4,10.7,6.8,2.8,-1.8,-6.8,-3.9,-3.2,1.2,8.5,16.1,19.9,21.1,20.2,15.1,9.2,2.8,-1.5,-7.02,-6.6667,-2.56,4.1733,10.8,14.72,16.233,15.407,10.86,5.8733,0.38667,-4.1867,43.333,31.533,36.933,44.2,51.467,63.6,80.467,83.533,74.8,64.867,66.333,57.067
-10.5,-10.4,-6.4,0,5.8,9.9,11.7,10.8,6.7,2.6,-2.1,-7.1,-4,-3.3,1.2,8.6,16.4,20.3,21.6,20.4,15.1,9.1,2.7,-1.5,-7.17,-6.72,-2.48,4.43,11.19,15.19,16.75,15.73,11.04,5.92,0.34,-4.27,39,29.3,31.2,38.8,49.4,63.6,77.6,79.6,69.1,60.2,58.5,49
-10.2,-10,-6,0.3,5.9,9.9,11.6,10.8,6.9,2.9,-1.7,-6.8,-4.2,-3.2,1.4,9.2,16.9,20.6,21.8,20.7,15.3,9.2,2.6,-1.7,-7.1933,-6.62,-2.3267,4.6333,11.327,15.22,16.7,15.74,11.073,6.0067,0.38667,-4.2867,39.667,29.867,32.533,41.133,50.2,66.133,80.067,79.8,70.133,60,59.533,51.133
-9.2,-9.5,-6,0.1,5.8,10.4,12.5,11.7,7.7,3.5,-1.3,-6,-3.5,-3.3,1.1,8.1,15.8,20.1,21.5,20.2,14.9,9,2.8,-1,-6.3933,-6.3867,-2.52,3.96,10.647,15.127,16.913,15.853,11.26,6.2133,0.78,-3.5533,40.933,28.333,33.333,33.6,41.867,48.533,63.6,72.867,69.6,66.8,68.667,52.933
-9.3,-9.6,-6,0.2,5.9,10.3,12.3,11.6,7.6,3.4,-1.3,-6.1,-3.6,-3.1,1.2,8.3,15.9,20,21.4,20.3,15.1,9.3,3,-1.1,-6.4857,-6.3929,-2.4214,4.1714,10.879,15.15,16.843,15.9,11.336,6.3071,0.81429,-3.6143,40.857,28.429,33.5,35.929,44.643,52.929,68,75.714,70.786,65.714,67.143,53.5
-9.9,-10,-6.1,0.1,5.9,10.4,12.3,11.4,7.2,3,-1.8,-6.7,-3.9,-3.4,1,8.3,16.1,20.3,21.7,20.2,14.8,8.8,2.6,-1.5,-6.9133,-6.7067,-2.5533,4.1467,10.927,15.267,16.973,15.8,11.033,5.9,0.36667,-4.12,35,26.867,29.133,34.867,48.267,59.533,71.467,78.533,67.867,61,55.4,42.933
-10.3,-10.2,-6.4,-0.1,5.6,10,11.9,11,6.9,2.8,-2,-6.9,-4,-3.3,1.1,8.4,16.2,20.2,21.6,20.3,15,9,2.6,-1.5,-7.1467,-6.8133,-2.6333,4.1933,10.967,15.127,16.753,15.667,10.94,5.8267,0.26667,-4.2867,37,28.133,29.6,36.6,49.333,62,75.267,79.2,68.067,60.133,56.2,45.6
-9.6,-9.9,-6.3,-0.3,5.4,10.2,12.4,11.4,7.2,2.9,-1.8,-6.5,-3,-3.1,0.8,7.3,14.9,19.5,21,19.6,14.4,8.6,2.9,-0.8,-6.3286,-6.5214,-2.7357,3.5,10.029,14.764,16.7,15.564,10.829,5.7857,0.49286,-3.6857,42.643,30.857,34.714,36.214,40.5,50.571,68.429,77.571,72.571,70.429,69.786,55.429
-9.5,-9.9,-6.2,-0.2,5.4,10.2,12.4,11.4,7.2,3,-1.7,-6.5,-3.4,-3.3,0.7,7.6,15.2,19.6,21.2,19.8,14.6,8.8,2.8,-1,-6.4615,-6.5538,-2.7308,3.6769,10.285,14.9,16.777,15.646,10.946,5.9077,0.50769,-3.7615,41.385,29.692,34.308,35,41.538,50.231,66,75.538,71.154,68.692,68.769,53.692
-10,-10.1,-6.3,-0.3,5.3,10.2,12.3,11.3,7,2.8,-2,-6.9,-4.1,-3.8,0.6,7.7,15.5,20.1,21.6,19.8,14.2,8.2,2.1,-1.7,-7.1,-7.0083,-2.8833,3.625,10.342,14.992,16.833,15.475,10.583,5.4917,-0.016667,-4.3417,35.583,27.75,32,35.417,43.167,51.667,66.083,78.25,71.5,66.583,62.5,48.167
-9.9,-10.1,-6.3,-0.2,5.5,10.2,12.3,11.3,7.1,2.8,-2,-6.8,-4.1,-3.7,0.8,8.1,15.9,20.2,21.6,20.1,14.6,8.5,2.3,-1.7,-7.0615,-6.9308,-2.7923,3.8385,10.577,15.092,16.869,15.585,10.762,5.6231,0.1,-4.3154,34.923,27.308,30.692,35.077,45.615,55.462,68.538,78.462,70.154,64.385,59.231,45.615
-9.8,-10.2,-6.2,-0.5,5.3,10.4,12.6,11.4,6.9,2.7,-2,-6.9,-3.6,-3.6,0.9,7.4,15.2,20,21.5,19.5,13.8,8,2.4,-1.2,-6.73,-6.83,-2.64,3.39,10.14,15.06,16.9,15.38,10.31,5.36,0.15,-4.13,40.1,31.1,33.5,36.3,36.9,46.8,67.6,78.6,70.4,68.9,66.9,54.3
-9.4,-9.7,-6,-0.1,5.6,10.5,12.7,11.6,7.4,3.1,-1.6,-6.4,-2.9,-3,1,7.6,15,19.7,21.3,19.7,14.5,8.8,3,-0.6,-6.1714,-6.3143,-2.4857,3.6857,10.214,15.029,16.957,15.714,10.929,5.8857,0.64286,-3.5286,41.143,30.286,33.429,35.714,38.714,49,67.429,77.143,72.143,70.143,68.286,54.429
-10.1,-10.4,-6.3,-0.4,5.3,10.4,12.6,11.3,6.9,2.6,-2.3,-7.2,-4,-3.7,0.9,7.7,15.6,20.3,21.8,19.8,14,8,2.1,-1.8,-7.0875,-7.075,-2.7125,3.6,10.35,15.3,17.175,15.562,10.438,5.3,-0.1125,-4.525,35,28.125,32.75,34.875,37.125,45.625,61.75,77.625,70.25,66.25,64,50.375
-9.6,-9.8,-6,-0.1,5.6,10.5,12.7,11.6,7.4,3.1,-1.7,-6.6,-4,-3.6,0.9,7.9,15.6,20.1,21.7,19.9,14.3,8.3,2.2,-1.6,-6.8,-6.75,-2.6,3.825,10.55,15.25,17.1,15.7,10.775,5.7,0.2,-4.125,34.75,27.25,31.5,34.75,40.75,49,63.75,76.75,71,66.75,63.25,48.25
-11.2,-11.7,-7.5,-1.8,3.7,9,11.2,10,5.6,1.5,-3.3,-8.3,-4.4,-4.3,0.5,7,15,19.8,21.3,19.1,13.1,7.3,1.5,-2.2,-7.7867,-7.92,-3.4133,2.6733,9.4333,14.52,16.38,14.72,9.4867,4.4867,-0.9,-5.22,43,32.867,34.867,37.2,39.067,50.533,73,82.533,68.2,66.067,64.867,54.333
